id,area,area_sqft,lot_size_sqft,bedrooms,bathrooms,stories,parking_spaces,house_age_years,distance_to_city_km,school_quality_index,crime_index,price
363,FB Area,1735,4378,3,2,2,1,66,3.35,7.18,5.35,289620
364,FB Area,2041,6196,3,2,3,1,6,5.38,7.51,1.86,415113
365,FB Area,2214,6989,3,3,1,1,2,11.31,6.7,4.49,431235
366,PECHS,1559,4160,2,1,1,0,21,4.35,4.48,,281634
367,PECHS,1934,3192,3,2,2,0,28,6.5,9.32,3.6,453804
368,PECHS,1808,5946,3,3,2,2,18,0.76,8.01,5.91,412279
369,PECHS,1859,4108,3,4,1,0,19,3.49,10.0,3.23,510024
370,PECHS,1336,4051,4,3,3,2,61,1.03,,4.05,257604
371,NayaNazimabad,1815,5214,2,2,3,0,5,18.09,7.13,4.45,334462
372,PECHS,2099,4261,4,3,1,1,10,5.78,6.31,5.96,496082
373,NorthNazimabad,2671,3310,5,5,1,0,30,1.54,8.45,7.3,772654
374,FB Area,2376,8310,3,2,3,2,16,13.22,7.88,5.36,392244
375,PECHS,3092,10073,4,3,3,1,10,6.41,6.66,6.5,534078
376,NorthNazimabad,1340,4172,1,1,1,1,44,1.76,8.68,2.49,336491
377,NayaNazimabad,2323,5856,2,1,3,0,80,9.73,,3.68,505831
378,PECHS,1910,2343,4,2,3,1,6,6.13,7.94,3.09,409744
379,NorthNazimabad,3114,6246,6,5,3,3,0,9.26,,6.72,929895
380,FB Area,1315,4217,3,3,1,2,34,7.01,8.99,6.62,242504
381,FB Area,1296,1570,3,2,2,3,3,9.7,6.48,1.22,256407
382,PECHS,1440,4015,2,2,3,0,2,18.45,,6.53,292382
383,NorthNazimabad,526,1648,2,1,1,2,10,14.38,,9.31,203488
384,NorthNazimabad,1485,3857,3,2,1,0,4,6.81,9.87,5.13,372077
385,FB Area,1345,4514,2,1,2,1,5,8.83,4.31,7.91,181729
386,Clifton,1890,3502,4,3,2,0,9,4.28,8.41,5.2,599006
387,PECHS,2005,4025,4,4,3,1,3,12.25,6.54,3.79,427898
388,FB Area,2926,9053,6,5,2,1,10,4.24,7.88,3.7,512509
389,NayaNazimabad,2370,4815,5,4,1,1,2,0.78,6.19,1.63,676186
390,NorthNazimabad,1454,4220,2,2,3,1,8,6.13,8.56,7.57,470106
391,Clifton,1261,3968,2,1,2,0,20,6.97,6.1,3.25,398678
392,FB Area,2095,4418,3,2,3,1,10,22.89,,7.36,375293
393,NorthNazimabad,1008,1744,1,1,3,0,4,8.39,,2.69,260496
394,NorthNazimabad,2899,6724,5,4,3,1,31,1.32,,5.01,619166
395,NorthNazimabad,2508,4499,5,4,2,0,5,19.63,7.43,8.31,608635
396,Clifton,1518,2489,1,1,3,1,22,0.35,7.1,5.94,403531
397,PECHS,772,2529,1,1,3,0,0,0.2,5.51,2.51,173293
398,NorthNazimabad,2612,4861,4,4,1,1,14,0.32,5.16,3.46,778417
399,PECHS,1731,3794,3,3,3,0,3,17.74,5.83,5.55,402158
400,PECHS,2543,4021,6,5,1,0,7,0.31,6.65,9.32,479359
401,FB Area,843,2839,1,1,1,0,50,6.07,6.91,4.21,153653
402,PECHS,1440,4886,2,1,1,3,30,0.59,,4.34,342448
403,NayaNazimabad,1803,3037,3,2,1,1,55,1.07,8.37,4.4,466296
404,FB Area,1828,2614,3,2,2,1,80,1.09,,5.24,261617
405,NayaNazimabad,1530,2000,2,2,1,1,24,20.65,9.88,5.63,408328
406,Clifton,2174,7205,3,2,2,0,18,3.44,8.99,5.25,563156
407,PECHS,1159,3312,2,2,2,2,6,3.13,6.67,5.09,372107
408,FB Area,1715,5023,3,2,3,1,2,5.77,6.5,1.0,276245
409,PECHS,1872,2424,4,3,3,2,17,23.6,,,409509
410,Clifton,2109,5677,4,2,2,0,23,10.1,6.58,4.39,597969
411,PECHS,2227,6864,2,1,2,0,12,7.01,8.67,7.42,510833
412,NorthNazimabad,1125,2140,1,1,1,1,38,6.55,6.19,3.66,244988
413,PECHS,880,1895,1,1,2,1,1,9.3,7.83,2.69,264879
414,PECHS,2567,7756,5,5,2,2,26,9.33,4.91,10.0,633897
415,NayaNazimabad,1999,4239,3,2,3,1,15,2.01,6.55,5.44,480588
416,NayaNazimabad,1351,2199,3,2,1,0,27,18.81,7.48,3.18,283336
417,NorthNazimabad,2731,4606,5,4,3,2,26,,4.64,1.0,682922
418,FB Area,1869,6258,3,2,3,2,12,1.47,8.64,5.76,407565
419,NorthNazimabad,2508,7212,4,3,2,1,10,24.44,6.2,7.33,650578
420,PECHS,1841,4180,2,2,1,0,7,6.51,,5.98,307870
421,NayaNazimabad,3036,4712,4,3,3,1,33,4.87,5.94,4.94,689621
422,FB Area,2853,6748,7,6,3,2,2,7.66,,3.05,600902
423,NorthNazimabad,1651,4097,3,1,3,0,33,21.11,,1.9,435348
424,NorthNazimabad,2383,4506,5,4,2,1,7,1.8,10.0,3.27,623527
425,PECHS,2187,6793,3,2,2,2,9,4.97,8.52,6.67,468104
426,PECHS,2621,9089,5,5,2,1,26,11.58,8.53,3.36,610028
427,PECHS,1221,4168,2,1,2,0,42,4.84,5.3,7.35,250301
428,NorthNazimabad,2212,5759,4,3,3,2,80,1.32,,3.09,553247
429,FB Area,2435,4676,4,3,2,0,66,14.24,7.57,3.61,404154
430,PECHS,745,2425,1,1,2,0,23,0.67,,4.59,194879
431,PECHS,1090,2213,1,1,1,0,14,7.81,4.59,5.78,179336
432,NayaNazimabad,576,1210,1,1,1,1,1,0.7,7.37,3.09,215065
433,FB Area,1638,4140,2,1,2,0,39,10.55,5.63,,236845
434,NorthNazimabad,2231,7496,4,3,2,1,2,10.23,6.65,5.5,734496
435,NorthNazimabad,2701,3902,4,3,2,0,4,1.15,7.56,5.93,658349
436,NayaNazimabad,1844,5379,4,3,1,2,7,4.88,6.64,4.59,491795
437,Clifton,2777,9161,4,3,1,1,23,10.08,,4.71,695704
438,NorthNazimabad,972,1579,3,2,1,2,18,2.28,5.59,2.46,303814
439,PECHS,778,2233,1,1,2,1,18,13.66,,,242135
440,NorthNazimabad,1767,2546,3,2,2,3,5,3.75,6.95,6.31,450315
441,FB Area,2030,6962,5,4,3,1,16,1.38,,6.62,402134
442,FB Area,1780,5685,3,2,3,1,10,8.45,,4.94,336795
443,FB Area,560,795,1,1,1,0,4,11.31,7.94,,142332
444,PECHS,1747,5606,2,2,3,0,2,4.1,6.35,7.29,326021
445,Clifton,1017,3200,2,2,1,2,5,0.36,5.1,7.88,334548
446,PECHS,2202,7345,3,4,3,1,0,46.61,,7.35,369208
447,FB Area,2020,4234,4,3,3,1,36,1.33,8.27,2.95,314673
448,PECHS,1236,4075,2,1,1,0,1,18.24,,5.07,352472
449,PECHS,1492,3905,3,2,3,1,21,4.14,6.28,9.21,389817
450,Clifton,1164,2084,2,1,3,2,17,6.47,4.79,6.08,341275
451,NorthNazimabad,1762,2327,3,2,1,2,23,36.74,6.69,1.0,446397
452,NorthNazimabad,2373,5092,3,2,2,1,17,3.64,7.93,5.15,629394
453,NorthNazimabad,1209,3017,2,1,3,1,25,3.09,4.17,4.33,353293
454,FB Area,2102,4732,4,3,3,1,14,0.27,5.98,,434808
455,FB Area,1482,2879,3,3,1,2,21,8.24,5.03,5.03,265548
456,NorthNazimabad,1324,4309,3,2,2,0,3,5.42,5.81,5.6,368744
457,PECHS,1736,5112,3,2,2,0,13,7.03,,4.02,408842
458,PECHS,1179,2661,1,1,2,0,39,5.99,9.57,2.72,253824
459,PECHS,1468,5121,2,1,2,0,7,0.37,7.33,4.36,329636
460,NorthNazimabad,1081,2138,2,2,1,0,39,4.23,6.28,,373481
461,PECHS,2979,6866,5,4,2,4,7,1.79,10.0,3.87,782682
462,NorthNazimabad,1821,5445,3,3,1,0,3,2.68,8.42,7.31,447608
463,Clifton,1380,2086,3,2,1,0,75,19.7,3.14,3.53,313208
464,NorthNazimabad,1928,6148,4,3,3,0,12,8.92,8.49,4.61,613301
465,NayaNazimabad,1733,5562,3,2,3,1,21,5.55,5.33,6.82,341810
466,NayaNazimabad,1667,5729,3,2,2,0,4,,3.62,6.7,447631
467,Clifton,2169,3647,2,1,1,2,2,8.89,6.77,,486666
468,PECHS,2255,6505,3,2,2,0,13,2.17,7.37,1.67,522027
469,FB Area,1482,3566,2,1,3,2,7,1.81,7.0,3.77,240640
470,PECHS,1455,3150,3,3,1,1,0,3.2,5.47,6.15,294911
471,FB Area,1635,3336,4,3,3,2,21,0.2,9.5,10.0,244473
472,PECHS,419,1105,1,1,1,0,14,7.4,8.89,4.18,182696
473,FB Area,891,1589,2,2,3,2,42,2.56,7.85,3.83,161097
474,NorthNazimabad,2620,7495,4,3,2,3,23,10.01,7.02,5.05,593555
475,PECHS,2787,6545,4,3,3,2,10,2.65,7.56,,568831
476,FB Area,1651,5138,3,2,3,0,12,2.62,9.16,6.48,322782
477,PECHS,2146,2927,3,2,2,1,25,,9.05,,457543
478,PECHS,1987,2526,3,3,2,1,2,9.19,10.0,6.48,431177
479,PECHS,3647,6023,6,6,3,1,2,10.42,6.14,4.0,934113
480,PECHS,2472,7219,3,3,2,3,8,1.43,7.93,5.22,465951
481,PECHS,1723,5215,3,2,2,0,4,7.03,,4.52,402188
482,Clifton,1227,3015,2,1,1,0,32,8.18,8.11,6.95,276849
483,PECHS,836,2113,1,1,3,1,2,13.47,6.42,1.96,287636
484,NorthNazimabad,1922,4602,3,3,3,0,4,0.37,,4.2,499517
485,FB Area,1346,2492,2,2,2,1,16,,7.12,,304462
486,PECHS,947,1657,2,1,2,0,3,5.98,6.43,,207562
487,NorthNazimabad,1412,2171,1,1,1,1,0,6.57,8.06,4.8,389256
488,PECHS,1151,2911,3,3,1,0,35,17.88,7.84,6.1,266007
489,PECHS,2812,9558,4,3,3,1,25,1.61,10.0,2.88,630459
490,PECHS,2329,6396,5,4,3,1,80,17.42,8.01,1.48,445439
491,PECHS,1795,4765,3,2,1,1,36,0.68,9.0,,367373
492,NayaNazimabad,2688,5847,5,4,3,1,12,8.39,,,567178
493,PECHS,1846,5673,3,2,2,4,13,0.8,7.96,5.71,466342
494,NayaNazimabad,1283,2492,2,2,2,1,6,3.4,,4.9,387105
495,NorthNazimabad,2714,9206,5,4,1,2,10,2.76,6.32,,769317
496,PECHS,2123,4308,4,4,3,0,7,0.2,6.86,,487331
497,PECHS,1178,2278,3,2,1,1,46,2.38,9.21,3.63,287064
498,Clifton,1686,5155,3,2,3,1,3,28.33,7.23,6.51,506565
499,PECHS,1275,1762,2,1,2,1,3,17.65,5.42,5.66,343303
500,FB Area,970,2651,1,1,1,1,0,3.93,5.69,6.18,167706
501,FB Area,2356,5824,5,4,3,1,9,5.23,4.85,4.69,369777
502,FB Area,2946,8451,4,4,2,1,26,,6.62,3.42,598974
503,PECHS,961,3329,2,1,2,0,38,6.85,6.39,,194904
504,NorthNazimabad,2138,4943,3,2,2,0,0,3.12,,3.82,595806
505,NorthNazimabad,1410,1991,1,1,2,2,12,13.57,5.55,5.04,420826
506,NorthNazimabad,1508,4132,3,3,1,1,6,12.45,9.34,,455463
507,NorthNazimabad,1445,1785,2,2,3,1,42,1.63,4.86,3.98,373953
508,PECHS,1282,1967,2,2,1,2,35,0.59,6.24,7.34,300624
509,PECHS,1829,6393,3,3,2,0,29,,,9.0,364106
510,NayaNazimabad,1301,4352,2,2,1,2,16,8.62,10.0,4.34,388865
511,NayaNazimabad,1962,6398,3,2,1,2,3,14.85,6.83,4.92,452145
512,NorthNazimabad,1770,4151,3,2,2,1,28,8.33,10.0,3.57,415471
513,PECHS,1657,3354,3,3,1,0,7,7.39,3.28,5.5,457661
514,FB Area,1255,3137,2,2,3,0,15,3.34,7.93,4.75,238091
515,FB Area,1454,4249,4,3,1,0,34,33.22,7.93,5.46,306449
516,PECHS,2253,3459,5,4,1,1,12,23.99,6.13,3.31,514981
517,FB Area,2101,5766,3,1,1,2,76,32.06,,2.88,317728
518,PECHS,1213,2006,1,1,2,1,4,0.2,,5.71,237289
519,FB Area,1860,6347,3,2,1,1,21,2.56,5.88,5.24,360953
520,FB Area,2251,6697,4,4,2,1,24,5.61,,8.25,482245
521,NorthNazimabad,798,2129,3,3,1,1,36,12.28,5.49,2.47,299836
522,NorthNazimabad,2126,5059,3,2,1,1,7,0.38,5.82,7.24,513412
523,NorthNazimabad,1402,2046,3,3,1,0,7,2.1,,3.46,442670
524,NorthNazimabad,2142,3368,3,2,3,2,11,2.44,2.73,,483792
525,NorthNazimabad,1342,4151,2,1,3,2,42,1.62,,5.5,355262
526,NorthNazimabad,717,1831,1,1,3,3,1,20.9,9.99,4.57,193548
527,Clifton,823,2078,1,1,2,2,4,8.0,6.8,,208849
528,FB Area,1829,3886,4,3,2,1,2,5.22,9.92,1.0,344689
529,FB Area,1956,4090,4,4,3,2,14,15.49,,5.39,316342
530,PECHS,1257,2010,2,1,1,2,20,2.08,,5.82,246026
531,PECHS,2183,4423,4,3,3,1,21,2.88,8.54,4.95,501225
532,NayaNazimabad,803,1853,1,1,3,0,21,5.62,6.56,3.61,170751
533,FB Area,1760,4926,3,2,3,2,0,10.05,8.38,2.33,361097
534,PECHS,1073,3690,2,2,1,1,17,4.99,,6.08,319742
535,NorthNazimabad,1409,2371,3,1,2,1,37,4.86,9.39,3.22,347328
536,NayaNazimabad,1828,5979,3,3,3,1,7,1.09,8.31,4.05,489871
537,NorthNazimabad,1284,2876,3,2,3,0,28,8.74,6.1,2.2,317534
538,FB Area,1569,1989,2,1,3,0,0,6.17,8.67,,262533
539,PECHS,2404,7635,4,2,2,0,26,25.67,8.93,3.55,445025
540,NorthNazimabad,1454,3529,3,3,2,4,47,3.46,,6.07,347648
541,PECHS,2301,5665,3,2,3,1,3,8.39,7.14,5.98,479552
542,PECHS,1122,1710,3,2,3,2,32,3.6,,1.0,298528
543,NorthNazimabad,2118,2782,3,3,2,1,8,1.24,5.52,5.85,614974
544,NorthNazimabad,2665,3769,3,2,1,0,18,9.57,7.65,3.41,539677
545,FB Area,400,837,1,1,1,0,8,0.37,8.95,2.89,177467
546,NorthNazimabad,1322,2658,3,2,1,0,32,40.81,7.93,5.93,321676
547,NorthNazimabad,2146,6503,3,2,2,0,12,10.77,8.42,7.37,611974
548,FB Area,1678,4832,3,2,2,0,41,4.52,6.11,3.86,336821
549,FB Area,2023,6572,2,1,2,2,27,8.87,3.28,1.95,309664
550,PECHS,1438,4119,1,1,2,2,80,1.39,,4.06,327812
551,NorthNazimabad,1852,3526,2,1,3,4,45,11.28,6.84,7.38,515056
552,PECHS,1707,3667,4,3,3,0,7,24.84,6.45,3.48,346399
553,PECHS,2501,5816,4,3,3,0,30,18.38,,7.7,523713
554,NorthNazimabad,1953,5145,4,2,3,1,15,1.73,,9.43,386152
555,NorthNazimabad,2003,5623,4,3,2,0,40,7.78,5.86,5.66,493707
556,NorthNazimabad,1553,4370,2,1,1,1,10,6.99,7.49,10.0,442748
557,FB Area,1507,2446,4,4,3,1,2,3.64,5.07,4.6,304864
558,PECHS,1540,2771,2,1,2,1,47,10.17,9.17,1.91,414277
559,Clifton,2037,5488,4,3,2,0,7,10.43,6.24,3.05,704695
560,NorthNazimabad,1547,5261,3,2,1,2,6,11.93,5.4,6.11,450574
561,PECHS,1974,4537,3,3,1,3,10,8.52,5.16,6.55,402916
562,NayaNazimabad,3045,10278,5,4,3,2,21,5.07,8.05,8.13,650650
563,Clifton,2323,3608,4,4,2,3,46,6.52,,5.9,725275
564,FB Area,1604,2067,3,2,3,0,14,1.87,4.64,4.31,294557
565,PECHS,2521,4444,4,3,1,1,7,,6.31,5.35,538257
566,NorthNazimabad,1555,4207,2,1,1,2,1,6.95,8.78,4.96,387896
567,NorthNazimabad,577,2017,1,1,2,1,6,5.24,7.56,4.46,202874
568,PECHS,1195,3699,3,2,2,1,29,3.3,6.82,4.32,227641
569,NorthNazimabad,678,2108,1,1,1,4,9,7.29,9.24,4.92,292070
570,PECHS,1589,2918,2,1,1,2,7,4.18,8.15,3.15,353706
571,FB Area,1811,4621,3,3,1,1,14,0.46,,8.8,329840
572,FB Area,2806,7843,5,5,2,2,4,11.17,9.04,6.51,551253
573,PECHS,1996,3968,4,3,3,2,25,3.09,7.39,,455380
574,FB Area,1669,5656,2,2,2,0,1,10.62,,,334377
575,NorthNazimabad,2298,3672,5,5,2,1,19,8.11,6.28,4.86,642737
576,NorthNazimabad,473,1314,1,1,2,1,1,5.46,,,193013
577,PECHS,1941,3225,4,2,3,1,80,17.2,10.0,10.0,363283
578,NorthNazimabad,2263,7141,4,3,3,2,3,4.41,5.8,5.03,639943
579,NayaNazimabad,913,1302,1,1,2,1,61,2.05,4.97,,232964
580,NorthNazimabad,2486,3138,4,2,3,1,27,13.43,,3.42,590529
581,Clifton,2003,5335,3,3,3,1,32,0.61,6.2,3.67,491155
582,NayaNazimabad,1551,2622,3,1,1,1,27,4.97,8.41,5.66,381859
583,PECHS,2180,5326,4,3,3,0,15,5.44,,3.99,432204
584,FB Area,3162,4878,6,5,2,2,10,8.87,,10.0,559402
585,PECHS,1909,5076,3,3,2,0,0,1.17,7.75,3.34,468076
586,FB Area,1949,3315,3,3,2,2,11,6.27,9.38,,361632
587,NorthNazimabad,1524,2883,2,2,3,0,15,0.47,7.9,7.23,347056
588,NorthNazimabad,1290,2162,2,1,3,1,2,40.32,7.84,3.37,379156
589,PECHS,2298,4590,3,2,3,1,38,3.14,4.27,4.24,541728
590,FB Area,1286,3920,2,1,3,1,13,3.37,7.71,3.42,218580
591,NorthNazimabad,1843,5036,3,2,2,3,5,6.79,8.92,3.89,489348
592,NorthNazimabad,1513,1923,3,2,1,0,4,1.64,6.26,1.63,462881
593,FB Area,2087,6280,3,2,3,0,9,1.27,6.11,7.92,420341
594,PECHS,2000,5828,3,3,3,1,5,21.14,6.1,2.11,429873
595,FB Area,2423,2986,3,2,1,2,14,37.67,8.48,4.42,391824
596,PECHS,1494,3918,3,2,1,1,9,6.47,6.19,4.08,329396
597,FB Area,1638,2485,3,2,3,2,20,12.2,7.52,4.46,355129
598,PECHS,1213,2082,2,2,1,0,53,11.24,,4.51,229797
599,FB Area,1533,3743,3,3,2,0,22,19.97,9.83,8.62,269557
600,Clifton,2026,2993,4,4,3,0,21,1.92,10.0,,589429
601,PECHS,2254,6771,4,3,2,0,12,19.75,6.68,8.51,518278
602,NorthNazimabad,1247,2225,2,1,2,1,7,2.07,10.0,3.35,263354
603,NorthNazimabad,2322,4111,3,1,2,0,30,4.98,7.43,3.04,569832
604,NayaNazimabad,2613,5467,4,3,2,0,1,24.49,7.81,8.66,560820
605,Clifton,2048,2923,3,2,2,3,36,12.54,6.0,6.73,549726
606,NayaNazimabad,2926,3745,4,3,1,2,1,3.67,8.61,7.25,737194
607,FB Area,1336,2376,3,2,2,1,14,7.08,7.96,5.45,242609
608,FB Area,1053,3515,2,1,2,1,11,15.08,8.06,6.86,218088
609,Clifton,733,1371,2,1,2,0,18,9.61,5.18,5.76,232772
610,NayaNazimabad,2698,5296,5,4,3,0,11,11.16,,3.29,684966
611,FB Area,2193,3405,4,3,2,1,32,8.8,2.48,4.05,437587
612,FB Area,1767,5958,2,2,1,0,55,4.63,4.23,3.3,346412
613,NorthNazimabad,1968,2502,2,2,3,2,27,24.89,7.82,5.75,426633
614,NayaNazimabad,1125,2818,2,1,3,0,1,5.69,7.8,6.42,293043
615,NayaNazimabad,3267,8578,6,5,1,2,8,3.12,6.29,,810789
616,PECHS,1878,2939,3,2,2,0,28,3.78,,4.04,518169
617,NorthNazimabad,1866,2724,2,2,3,1,69,5.36,8.21,,442378
618,Clifton,2235,3432,3,2,2,0,18,0.2,8.26,3.46,643062
619,NayaNazimabad,2089,6955,3,2,2,0,21,3.24,7.33,,507844
620,PECHS,1934,3512,2,2,3,0,6,7.6,5.11,4.49,445235
621,NorthNazimabad,1326,3275,4,3,3,0,8,0.9,8.08,4.03,414557
622,FB Area,2083,4700,4,4,3,1,29,3.55,9.83,10.0,372581
623,PECHS,2929,4069,3,3,1,2,6,3.34,10.0,4.94,641297
624,NayaNazimabad,2607,5018,3,3,1,2,25,0.2,7.23,4.33,548333
625,PECHS,2756,5190,4,3,1,0,7,3.76,5.67,3.69,678687
626,NorthNazimabad,1493,5196,1,1,1,0,48,0.2,4.03,6.53,381198
627,PECHS,1206,1712,4,4,3,1,25,37.38,7.78,7.88,292732
628,NorthNazimabad,1725,4660,2,1,1,1,2,7.52,8.58,7.32,536719
629,FB Area,1833,5577,3,2,3,0,6,,7.06,6.01,326011
630,NayaNazimabad,2457,4622,4,3,3,3,0,16.99,,1.69,588328
631,Clifton,785,1722,1,1,1,0,9,5.53,5.89,6.03,172255
632,Clifton,2718,6512,5,4,1,4,34,0.2,3.09,8.54,808129
633,FB Area,1705,5167,3,3,1,3,47,20.72,5.81,,295907
634,NorthNazimabad,1544,5191,3,1,1,0,20,10.15,6.91,3.67,413046
635,FB Area,1193,2005,4,4,2,1,2,9.36,7.79,5.34,269665
636,FB Area,807,1237,2,2,2,3,8,7.06,,1.2,218920
637,PECHS,2294,6824,4,3,3,0,6,9.54,6.16,1.79,495676
638,PECHS,1844,6246,4,3,2,1,7,8.44,5.96,5.89,532847
639,FB Area,1026,1266,2,1,1,0,24,9.91,5.81,5.17,168440
640,NayaNazimabad,1023,3510,3,2,3,2,11,0.31,5.88,7.9,220121
641,PECHS,1599,3543,3,3,2,1,4,20.72,6.65,6.27,354270
642,NorthNazimabad,2801,6480,3,2,2,0,45,2.21,8.06,4.13,653111
643,Clifton,1644,5189,2,1,1,0,0,6.11,,3.92,412013
644,PECHS,898,2979,2,1,3,2,8,11.78,9.97,3.7,188971
645,Clifton,1653,5213,2,2,1,2,71,,6.65,7.17,428703
646,PECHS,1636,4592,3,2,2,1,27,10.57,8.22,7.67,357032
647,NorthNazimabad,400,529,1,1,1,0,0,2.37,5.68,4.24,164036
648,PECHS,1767,3615,3,2,2,0,2,3.27,,4.36,428625
649,PECHS,1661,3780,2,1,3,0,44,1.2,8.35,1.33,379739
650,NorthNazimabad,2218,4653,4,2,2,1,46,8.66,5.9,4.39,570416
651,Clifton,2909,9030,5,4,1,1,16,8.17,5.54,3.8,728811
652,PECHS,2476,8574,4,3,3,0,7,13.16,,,490788
653,FB Area,1639,4234,2,1,3,3,1,17.98,8.31,6.43,267162
654,NorthNazimabad,1136,1853,2,2,3,0,13,8.63,4.67,4.72,338185
655,PECHS,3344,8169,6,5,2,1,1,6.66,7.96,6.97,657045
656,NorthNazimabad,1836,2949,2,1,1,1,5,10.69,7.56,,547880
657,PECHS,1808,6102,2,1,3,1,7,0.2,,2.78,380606
658,Clifton,1786,5376,2,1,1,0,2,5.43,10.0,3.46,461829
659,NorthNazimabad,1919,4151,2,2,3,1,13,21.28,,8.29,494647
660,NorthNazimabad,1713,2627,3,2,3,1,0,,,6.57,464342
661,FB Area,1456,2906,3,3,2,0,32,3.7,4.28,2.86,268459
662,NayaNazimabad,1472,3189,2,1,2,1,1,10.19,7.47,8.44,281836
663,Clifton,1780,2362,2,2,3,1,29,2.29,5.99,9.51,427941
664,NayaNazimabad,1474,2545,3,3,2,1,54,2.72,,3.16,389685
665,FB Area,1372,1681,3,3,1,0,43,,9.01,2.62,276598
666,NorthNazimabad,1864,6500,3,2,1,1,2,11.62,,9.24,488143
667,FB Area,1647,2707,3,3,2,2,38,0.5,6.02,9.12,277285
668,PECHS,2702,4827,5,4,2,1,51,2.08,7.94,1.61,604816
669,NayaNazimabad,400,1324,1,1,2,4,11,10.68,,4.79,131387
670,PECHS,2455,3840,3,3,2,1,19,1.16,2.54,3.5,462976
671,NorthNazimabad,2548,3966,4,3,3,3,10,11.65,4.79,4.54,644972
672,Clifton,556,1079,1,1,1,1,8,12.41,8.39,4.94,223654
673,NorthNazimabad,1594,5488,3,2,3,1,46,,,4.58,341700
674,NorthNazimabad,1577,4897,3,2,3,0,1,16.02,7.01,,449143
675,NayaNazimabad,955,1223,1,1,1,1,18,9.76,7.1,7.83,279207
676,NorthNazimabad,1333,4587,2,1,1,0,7,19.93,,6.06,361894
677,PECHS,1134,1868,1,1,1,0,10,4.43,10.0,2.75,229512
678,PECHS,2851,6093,4,3,2,0,3,12.77,10.0,7.79,625229
679,Clifton,2361,7556,5,4,2,0,11,6.7,8.23,5.49,737513
680,FB Area,2563,4747,5,4,1,1,19,1.88,,5.91,399065
681,PECHS,2233,6695,4,3,2,2,5,8.49,6.46,8.69,527709
682,FB Area,1123,1702,1,2,3,1,1,1.12,8.67,6.39,179498
683,PECHS,1485,3526,2,2,1,2,18,8.36,10.0,4.36,283714
684,PECHS,2094,3102,2,2,2,0,38,5.25,7.34,5.59,449876
685,FB Area,1067,2157,2,1,1,2,8,3.32,,,249987
686,Clifton,2228,6322,3,2,3,0,11,2.96,9.33,2.73,615611
687,Clifton,1656,4231,3,2,2,1,57,17.1,,5.84,440347
688,PECHS,1575,3991,3,3,3,1,13,19.01,5.47,3.39,454830
689,PECHS,2227,5510,3,2,3,0,24,2.98,5.14,3.37,468969
690,Clifton,2067,2746,4,3,1,0,24,9.73,7.58,5.33,524617
691,NorthNazimabad,1583,4279,4,3,2,1,46,8.24,,,540549
692,PECHS,2496,7799,4,4,1,2,4,0.55,5.8,6.35,506662
693,PECHS,1151,2698,3,2,2,1,3,6.13,4.77,9.62,254417
694,FB Area,2170,5217,2,2,2,1,60,1.32,4.05,1.44,404718
695,PECHS,2156,4188,4,3,2,1,17,4.71,5.31,5.66,481013
696,NorthNazimabad,1614,2460,2,1,3,0,12,32.7,5.39,,420687
697,NayaNazimabad,1996,5798,3,2,1,1,18,4.06,5.22,5.19,442047
698,FB Area,1049,3453,2,1,3,0,4,0.96,9.24,5.69,221192
699,NayaNazimabad,2354,6723,4,3,1,0,13,4.83,8.22,4.54,604017
700,FB Area,1689,3299,2,1,1,1,4,5.73,,6.66,293572
701,Clifton,1486,4510,4,2,2,0,60,11.65,9.7,3.87,454205
702,PECHS,2429,7223,3,3,1,1,31,2.81,4.04,,468882
703,PECHS,1377,4045,2,1,2,2,15,4.28,6.45,6.71,291359
704,Clifton,955,1253,2,1,1,2,36,16.23,7.93,7.09,260514
705,Clifton,866,1894,2,1,2,0,16,16.33,5.26,3.02,304062
706,NorthNazimabad,2164,5930,4,3,3,3,23,15.4,7.4,,485570
707,Clifton,1032,2887,2,2,3,0,51,13.35,9.15,5.97,349264
708,PECHS,2853,7474,6,5,2,0,23,27.46,7.45,4.36,535662
709,PECHS,551,1385,1,1,1,1,9,,5.98,6.84,172771
710,NorthNazimabad,2818,9519,4,3,2,0,1,2.26,8.13,1.0,669262
711,NorthNazimabad,1927,3905,1,1,2,2,80,8.08,7.34,7.93,311481
712,PECHS,1742,2454,3,2,1,2,45,3.44,,9.6,389416
713,FB Area,1473,2998,3,2,2,1,16,5.15,6.44,4.77,271082
714,NorthNazimabad,2039,6023,3,2,3,0,64,6.01,,5.11,485493
715,PECHS,1777,6155,2,2,2,0,6,2.29,4.96,,340055
716,NayaNazimabad,2462,7967,4,3,3,1,5,1.68,,4.48,514985
717,PECHS,1869,4059,3,3,2,3,12,14.69,6.79,7.02,455617
718,NorthNazimabad,1890,4798,4,4,2,2,25,3.22,6.62,6.04,510330
719,PECHS,1582,5134,4,3,3,1,5,7.75,,1.8,417625
720,PECHS,1766,4543,3,2,2,2,47,3.36,7.07,4.46,460053
721,PECHS,1985,5972,3,2,2,1,7,3.12,8.31,5.1,437656
722,NorthNazimabad,774,1411,1,1,3,1,14,2.93,8.14,8.51,213809
723,FB Area,991,1937,1,1,2,1,1,12.27,8.28,4.96,197428
724,NayaNazimabad,2246,6229,4,2,3,2,8,2.97,6.6,1.57,538458
725,PECHS,1903,3155,3,3,3,1,64,38.95,7.89,4.16,372829
